Budget	Avg Rating	Month	Class	Movie Title	Performance Ratio	Genres
40000000.00	3.782154635	10	1	Bridge of Spies (2015)	4.07	Drama|Thriller
85000000.00	2.903225806	1	1	xXx: Return of Xander Cage (2017)	4.06	Action|Adventure|Crime|Thriller
9000000.00	3.65929368	6	1	Sicko (2007)	4.06	Documentary|Drama
10000000.00	2.526548673	1	1	The Forest (2016)	4.06	Horror|Thriller
165000000.00	4.086823945	11	1	Interstellar (2014)	4.05	Sci-Fi|IMAX
40000000.00	2.435863874	2	1	Scream 3 (2000)	4.05	Comedy|Horror|Mystery|Thriller
1000000.00	2.666666667	7	1	An Inconvenient Sequel (2017)	4.04	Documentary
28000000.00	3.221	1	1	Last Vegas (2013)	4.03	Comedy|Drama|Romance
79000000.00	2.785947712	2	1	Journey 2: The Mysterious Island (2012)	4.03	Action|Adventure|Comedy|Sci-Fi|IMAX
35000000.00	3.190075694	7	1	Trainwreck (2015)	4.03	Comedy|Romance
87000000.00	3.199422892	2	1	Hannibal (2001)	4.02	Horror|Thriller
7000000.00	3.797496318	12	1	Single Man, A (2009)	4.02	Drama
55000000.00	3.816293499	10	1	Captain Phillips (2013)	4.01	Adventure|Drama|Thriller|IMAX
19000000.00	3.738521837	11	1	Book Thief, The (2013)	4.00	Children|Drama|War
85000000.00	3.523863636	11	1	Enchanted (2007)	4.00	Adventure|Animation|Children|Comedy|Fantasy|Musical|Romance
180000000.00	3.416151203	12	1	Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)	4.00	Adventure|Children|Fantasy
150000000.00	3.244444444	11	1	Madagascar: Escape 2 Africa (2008)	4.00	Action|Adventure|Animation|Children|Comedy|IMAX
130000000.00	3.60034642	7	1	Ant-Man (2015)	3.99	Action|Adventure|Sci-Fi
210000000.00	2.779138731	6	1	Transformers: Revenge of the Fallen (2009)	3.98	Action|Adventure|Sci-Fi|IMAX
60000000.00	3.750272628	9	1	Sully (2016)	3.98	Drama
200000000.00	3.468321375	6	1	Spider-Man 2 (2004)	3.98	Action|Adventure|Sci-Fi|IMAX
40000000.00	3.872426141	11	1	Hacksaw Ridge (2016)	3.97	Drama|War
40000000.00	3.80345696	4	1	Sin City (2005)	3.96	Action|Crime|Film-Noir|Mystery|Thriller
75000000.00	3.570268527	7	1	X-Men (2000)	3.96	Action|Adventure|Sci-Fi
52000000.00	2.906410856	6	1	Break-Up, The (2006)	3.96	Comedy|Drama|Romance
7500000.00	3.693623188	10	1	Education, An (2009)	3.95	Drama|Romance
165000000.00	3.916241641	11	1	Big Hero 6 (2014)	3.95	Action|Animation|Comedy
135000000.00	3.774845996	12	1	The Revenant (2015)	3.95	Adventure|Drama
125000000.00	2.750235849	4	1	Clash of the Titans (2010)	3.95	Action|Adventure|Drama|Fantasy
275000000.00	3.973056268	7	1	Dark Knight Rises, The (2012)	3.94	Action|Adventure|Crime|IMAX
26000000.00	3.471491668	8	1	Pineapple Express (2008)	3.94	Action|Comedy|Crime
125000000.00	3.084795322	3	1	The Boss Baby (2017)	3.94	Animation|Children|Comedy
20000000.00	3.400251467	7	1	Orphan (2009)	3.94	Drama|Horror|Mystery|Thriller
25000000.00	3.21957672	1	1	Contraband (2012)	3.94	Action|Crime|Drama|Thriller
93000000.00	2.689146181	7	1	Jurassic Park III (2001)	3.93	Action|Adventure|Sci-Fi|Thriller
40000000.00	2.543181818	11	1	Dumb and Dumber To (2014)	3.91	Comedy
2000000.00	3.992088608	10	1	Inside Job (2010)	3.90	Documentary
100000000.00	3.858643744	12	1	Wolf of Wall Street, The (2013)	3.90	Comedy|Crime|Drama
55000000.00	3.104431678	9	1	Flightplan (2005)	3.90	Action|Drama|Thriller
80000000.00	3.57486631	2	1	The Lego Batman Movie (2017)	3.89	Action|Animation|Comedy
45000000.00	3.589567211	12	1	Bucket List, The (2007)	3.88	Comedy|Drama
25000000.00	3.686337999	12	1	Hours, The (2002)	3.88	Drama|Romance
13000000.00	2.957627119	2	1	About Last Night (2014)	3.88	Comedy|Romance
21000000.00	3.615404564	12	1	Tinker Tailor Soldier Spy (2011)	3.88	Drama|Film-Noir|Thriller
40000000.00	2.829101563	8	1	Final Destination 5 (2011)	3.88	Horror|Thriller|IMAX
12700000.00	3.0625	8	1	Operation Chromite (2016)	3.87	Action|Drama|War
30000000.00	3.719030047	6	1	Notebook, The (2004)	3.87	Drama|Romance
25000000.00	3.460893855	4	1	Lucky One, The (2012)	3.87	Drama
15000000.00	3.109913793	2	1	Snitch (2013)	3.86	Action|Drama|Thriller
90000000.00	3.2347553	8	1	Rush Hour 2 (2001)	3.86	Action|Comedy
105000000.00	2.828185328	7	1	Ice Age: Collision Course (2016)	3.85	Adventure|Animation|Children|Comedy
250000000.00	3.663338965	12	1	Hobbit: The Desolation of Smaug, The (2013)	3.84	Adventure|Fantasy|IMAX
15000000.00	3.775850567	9	1	End of Watch (2012)	3.84	Crime|Drama|Thriller
30000000.00	2.912998976	1	1	Bride Wars (2009)	3.84	Comedy|Romance
30000000.00	3.34619883	2	1	Warm Bodies (2013)	3.84	Comedy|Horror|Romance
10000000.00	2.809686221	10	1	Employee of the Month (2006)	3.84	Comedy
8600000.00	3.121052632	11	1	Awake (2007)	3.83	Drama|Thriller
40000000.00	3.711194732	10	1	The Accountant (2016)	3.83	Crime|Drama|Thriller
13000000.00	2.826086957	11	1	This Christmas (2007)	3.83	Comedy|Drama|Romance
250000000.00	3.530134211	12	1	The Hobbit: The Battle of the Five Armies (2014)	3.82	Adventure|Fantasy
70000000.00	2.80816462	8	1	xXx (2002)	3.82	Action|Crime|Thriller
87500000.00	2.76118677	7	1	Fantastic Four (2005)	3.81	Action|Adventure|Sci-Fi
10000000.00	2.711750306	9	1	Banger Sisters, The (2002)	3.81	Comedy|Drama
9700000.00	3.799275362	12	1	Amour (2012)	3.79	Drama|Romance
130000000.00	3.129909366	4	1	Rio 2 (2014)	3.79	Adventure|Animation|Children|Comedy
45000000.00	3.31702544	10	1	The Girl on the Train (2016)	3.79	Thriller
40000000.00	3.286257125	2	1	Vantage Point (2008)	3.77	Action|Drama|Thriller
3300000.00	1.833333333	10	1	Ciao Bella (2007)	3.76	Comedy|Drama|Romance
28000000.00	3.261310905	4	1	Along Came a Spider (2001)	3.76	Action|Crime|Mystery|Thriller
10000000.00	2.45890411	9	1	Blair Witch (2016)	3.75	Horror|Thriller
40000000.00	3.687931034	12	1	Lone Survivor (2013)	3.75	Action|Drama|Thriller|War
80000000.00	3.952353358	2	1	Shutter Island (2010)	3.74	Drama|Mystery|Thriller
8000000.00	2.961818182	1	1	New in Town (2009)	3.74	Comedy|Romance
250000000.00	3.843125379	7	1	Harry Potter and the Half-Blood Prince (2009)	3.74	Adventure|Fantasy|Mystery|Romance|IMAX
200000000.00	3.775988776	5	1	X-Men: Days of Future Past (2014)	3.74	Action|Adventure|Sci-Fi
50000000.00	2.965198238	3	1	Knowing (2009)	3.73	Action|Drama|Mystery|Sci-Fi|Thriller
15000000.00	2.777777778	10	1	Tyler Perry's Why Did I Get Married? (2007)	3.73	Comedy|Drama
26000000.00	3.137463127	8	1	Red Eye (2005)	3.72	Horror|Thriller
200000000.00	3.552696078	6	1	Monsters University (2013)	3.72	Adventure|Animation|Comedy
50000000.00	3.892560976	3	1	Inside Man (2006)	3.72	Crime|Drama|Thriller
20000000.00	3.781589958	12	1	Kite Runner, The (2007)	3.71	Drama
140000000.00	3.509785648	1	1	Kung Fu Panda 3 (2016)	3.70	Action|Adventure|Animation
15000000.00	2.692810458	5	1	Lizzie McGuire Movie, The (2003)	3.70	Children|Comedy|Romance
20000000.00	2.572519084	4	1	Obsessed (2009)	3.70	Crime|Drama|Thriller
28000000.00	3.585854012	3	1	Dawn of the Dead (2004)	3.69	Action|Drama|Horror|Thriller
19000000.00	3.219648562	7	1	Cinderella Story, A (2004)	3.69	Comedy|Romance
65000000.00	3.022133939	9	1	Resident Evil: Retribution (2012)	3.68	Action|Horror|Sci-Fi|IMAX
85000000.00	3.518665321	6	1	Ocean's Thirteen (2007)	3.67	Crime|Thriller
12000000.00	3.419471154	9	1	Crank (2006)	3.66	Action|Thriller
22000000.00	3.495290424	3	1	Rookie, The (2002)	3.66	Drama
18000000.00	2.666666667	2	1	Barbershop 2: Back in Business (2004)	3.66	Comedy
45000000.00	3.046223958	10	1	Johnny English Reborn (2011)	3.66	Adventure|Comedy|Thriller
40000000.00	3.290490342	2	1	Music and Lyrics (2007)	3.66	Comedy|Romance
170000000.00	3.520785335	5	1	Iron Man 2 (2010)	3.65	Action|Adventure|Sci-Fi|Thriller|IMAX
32000000.00	2.317258883	1	1	Snow Dogs (2002)	3.65	Adventure|Children|Comedy
90000000.00	3.406976744	6	1	Now You See Me 2 (2016)	3.65	Action|Comedy|Thriller
12500000.00	3.841610151	9	1	Dancer in the Dark (2000)	3.64	Drama|Musical
25000000.00	3.022416187	3	1	Romeo Must Die (2000)	3.64	Action|Crime|Romance|Thriller
11000000.00	3.642651297	10	1	Secret Life of Bees, The (2008)	3.63	Drama
3700000.00	3.532876712	11	1	History Boys, The (2006)	3.63	Comedy|Drama
20000000.00	4.076853611	3	1	Eternal Sunshine of the Spotless Mind (2004)	3.63	Drama|Romance|Sci-Fi
40000000.00	3.027080958	3	1	Mexican, The (2001)	3.63	Action|Comedy
75000000.00	2.733214286	6	1	Grown Ups (2010)	3.63	Comedy
60000000.00	3.687786041	8	1	Collateral (2004)	3.63	Action|Crime|Drama|Thriller
45000000.00	2.838731909	7	1	Johnny English (2003)	3.63	Action|Comedy|Thriller
60000000.00	3.50498699	12	1	Jack Reacher (2012)	3.62	Action|Crime|Thriller
100000000.00	2.746331906	7	1	Planet of the Apes (2001)	3.62	Action|Adventure|Drama|Sci-Fi
115000000.00	3.232091691	7	1	Wolverine, The (2013)	3.62	Action|Adventure|Fantasy|Sci-Fi
56200000.00	3.034216336	12	1	Into the Woods (2014)	3.62	Children|Comedy|Fantasy|Musical
28000000.00	3.183333333	10	1	Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)	3.62	Comedy
24000000.00	3.605490919	2	1	Old School (2003)	3.62	Comedy
12000000.00	3.144919786	4	1	Harold & Kumar Escape from Guantanamo Bay (2008)	3.61	Adventure|Comedy
12000000.00	3.517160017	12	1	Girl with a Pearl Earring (2003)	3.61	Drama|Romance
19000000.00	2.693621399	10	1	Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)	3.60	Horror|Thriller
71682975.00	3.233807031	7	1	Village, The (2004)	3.59	Drama|Mystery|Thriller
8000000.00	3.574484211	4	1	American Psycho (2000)	3.58	Crime|Horror|Mystery|Thriller
4900000.00	3.125	1	1	Daddy or Mommy (2015)	3.58	Comedy
25000000.00	3.48064324	7	1	Anchorman: The Legend of Ron Burgundy (2004)	3.58	Comedy
50000000.00	3.167206623	2	1	How to Lose a Guy in 10 Days (2003)	3.58	Comedy|Romance
45000000.00	3.398148148	11	1	Muppets, The (2011)	3.58	Children|Comedy|Musical
60000000.00	3.911517002	6	1	Bourne Identity, The (2002)	3.57	Action|Mystery|Thriller
30000000.00	3.451966423	12	1	About Schmidt (2002)	3.57	Comedy|Drama
24000000.00	3.347201033	2	1	Whole Nine Yards, The (2000)	3.56	Comedy|Crime
20000000.00	3.519755409	4	1	Holes (2003)	3.56	Adventure|Children|Comedy|Mystery
1000000.00	3.660647572	8	1	Junebug (2005)	3.55	Comedy|Drama
200000000.00	3.140096618	5	1	The Amazing Spider-Man 2 (2014)	3.54	Action|Sci-Fi|IMAX
8000000.00	3.073170732	10	1	Brown Sugar (2002)	3.54	Romance
20000000.00	2.527675277	10	1	Grudge 2, The (2006)	3.54	Drama|Horror|Mystery|Thriller
40000000.00	2.887471868	11	1	Gothika (2003)	3.54	Horror|Thriller
56000000.00	2.726787182	3	1	Pacifier, The (2005)	3.54	Action|Comedy
6000000.00	3.756243214	7	1	Guard, The (2011)	3.53	Comedy|Crime
16000000.00	3.441775837	3	1	Remember Me (2010)	3.53	Drama|Romance
12500000.00	3.82905297	11	1	Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)	3.53	Drama|War
85000000.00	3.333333333	3	1	Horton Hears a Who! (2008)	3.52	Adventure|Animation|Children|Comedy
102000000.00	3.674212567	6	1	Minority Report (2002)	3.52	Action|Crime|Mystery|Sci-Fi|Thriller
78000000.00	3.252413793	9	1	Cloudy with a Chance of Meatballs 2 (2013)	3.52	Animation|Children|Comedy|Fantasy
27500000.00	3.548202614	6	1	My Sister's Keeper (2009)	3.52	Drama
22000000.00	3.121794872	8	1	Diary of a Wimpy Kid: Dog Days (2012)	3.51	Children|Comedy
55000000.00	3.596730975	9	1	Equalizer, The (2014)	3.51	Action|Crime|Thriller
30000000.00	3.589909762	4	1	Forgetting Sarah Marshall (2008)	3.51	Comedy|Romance
15000000.00	2.718842002	2	1	Big Fat Liar (2002)	3.50	Children|Comedy
7400000.00	2.05952381	1	1	The Bye Bye Man (2017)	3.50	Horror|Thriller
56000000.00	2.941176471	4	1	Anger Management (2003)	3.49	Comedy
12000000.00	3.038655462	10	1	Quarantine (2008)	3.49	Drama|Horror|Mystery|Thriller
46000000.00	2.84344634	7	1	America's Sweethearts (2001)	3.49	Comedy|Romance
35000000.00	2.68877551	1	1	Hotel for Dogs (2009)	3.49	Adventure|Children|Comedy
3000000.00	3.148351648	7	1	Collector, The (2009)	3.49	Crime|Horror|Thriller
40000000.00	3.097457627	4	1	17 Again (2009)	3.49	Comedy|Drama
24000000.00	2.454152249	8	1	Piranha (Piranha 3D) (2010)	3.49	Action|Horror|Thriller
23000000.00	3.343949045	1	1	The Wedding Ringer (2015)	3.49	Comedy
28000000.00	3.6506018	4	1	Kick-Ass (2010)	3.48	Action|Comedy
7300000.00	3.943737345	12	1	Persepolis (2007)	3.48	Animation|Drama
17500000.00	3.003225806	12	1	Taxi 4 (2007)	3.48	Action|Comedy
5000000.00	3.255813953	6	1	It Comes at Night (2017)	3.48	Horror|Mystery|Thriller
26000000.00	2.898923445	1	1	Final Destination 2 (2003)	3.48	Horror|Thriller
30000000.00	2.990196078	2	1	Sanctum (2011)	3.48	Action|Adventure|Drama|Thriller|IMAX
32500000.00	3.781914894	12	1	Reader, The (2008)	3.48	Drama|Romance
110000000.00	3.500077604	6	1	Live Free or Die Hard (2007)	3.48	Action|Adventure|Crime|Thriller
250000000.00	2.852278418	3	1	Batman v Superman: Dawn of Justice (2016)	3.47	Action|Adventure|Fantasy|Sci-Fi
258000000.00	2.910909091	5	1	Spider-Man 3 (2007)	3.47	Action|Adventure|Sci-Fi|Thriller|IMAX
120000000.00	3.327846975	7	1	Jason Bourne (2016)	3.47	Action
45000000.00	2.755319149	5	1	Monster-in-Law (2005)	3.47	Comedy|Romance
27000000.00	3.235849057	5	1	Money Monster (2016)	3.46	Drama|Thriller
21500000.00	3.3	6	1	To Rome with Love (2012)	3.46	Comedy
230000000.00	3.371693122	5	1	Pirates of the Caribbean: Dead Men Tell No Tales (2017)	3.46	(no genres listed)
6000000.00	3.816407529	9	1	Best in Show (2000)	3.45	Comedy
45000000.00	2.425877575	10	1	Scary Movie 3 (2003)	3.45	Comedy|Horror
220000000.00	3.354927702	7	1	Amazing Spider-Man, The (2012)	3.44	Action|Adventure|Sci-Fi|IMAX
50000000.00	2.961482558	12	1	Anchorman 2: The Legend Continues (2013)	3.44	Comedy
60000000.00	2.900846433	8	1	Eat Pray Love (2010)	3.44	Drama|Romance
30000000.00	2.582733813	11	1	Rugrats in Paris: The Movie (2000)	3.44	Animation|Children|Comedy
10000000.00	2.322888283	9	1	Swimfan (2002)	3.44	Thriller
40000000.00	2.252961083	1	1	Big Momma's House 2 (2006)	3.43	Action|Comedy|Crime
50000000.00	2.838265896	6	1	Mr. Deeds (2002)	3.43	Comedy|Romance
10000000.00	3.394366197	11	1	My Week with Marilyn (2011)	3.42	Drama
30000000.00	3.367146101	11	1	Love and Other Drugs (2010)	3.42	Comedy|Drama|Romance
20000000.00	2.605248918	10	1	Ghost Ship (2002)	3.42	Horror
65000000.00	3.491071429	9	1	Everest (2015)	3.41	Adventure|Drama|Thriller
130000000.00	3.945698565	8	1	Bourne Ultimatum, The (2007)	3.40	Action|Crime|Thriller
85000000.00	3.860731521	7	1	Bourne Supremacy, The (2004)	3.40	Action|Crime|Thriller
3000000.00	2.852941176	5	1	Next Day Air (2009)	3.39	Action|Comedy|Crime
10000000.00	3.411452184	10	1	Nick and Norah's Infinite Playlist (2008)	3.39	Comedy|Drama|Romance
73243106.00	3.479428674	11	1	Unbreakable (2000)	3.39	Drama|Sci-Fi
25500000.00	3.713133379	8	1	Constant Gardener, The (2005)	3.38	Drama|Thriller
28000000.00	2.793742868	1	1	Wedding Planner, The (2001)	3.38	Comedy|Romance
53000000.00	3.540761056	5	1	Moulin Rouge (2001)	3.38	Drama|Musical|Romance
23000000.00	3.578865174	10	1	Ides of March, The (2011)	3.38	Drama
28000000.00	3.565282792	11	1	Role Models (2008)	3.38	Comedy
150000000.00	4.113475177	7	1	Dunkirk (2017)	3.37	Action|Drama|Thriller|War
35000000.00	2.581712062	4	1	Nightmare on Elm Street, A (2010)	3.36	Fantasy|Horror|Thriller
16000000.00	2.645259939	2	1	Messengers, The (2007)	3.36	Drama|Horror|Thriller
20000000.00	2.138344227	2	1	Boogeyman (2005)	3.36	Drama|Horror|Mystery|Thriller
29000000.00	3.167455179	9	1	Once Upon a Time in Mexico (2003)	3.36	Action|Adventure|Crime|Thriller
28000000.00	3.589171975	2	1	Safe Haven (2013)	3.36	Drama|Mystery|Romance
10000000.00	2.724137931	11	1	Friday After Next (2002)	3.35	Comedy
3000000.00	3.537374221	10	1	Elephant (2003)	3.35	Drama
18000000.00	2.608695652	9	1	The Perfect Guy (2015)	3.35	Drama|Thriller
20000000.00	2.743902439	6	1	Tyler Perry's Madea's Witness Protection (2012)	3.35	Comedy
18000000.00	3.646394361	11	1	127 Hours (2010)	3.35	Adventure|Drama|Thriller
60000000.00	2.619188192	7	1	Cats & Dogs (2001)	3.35	Children|Comedy
7000000.00	2.296511628	4	1	Kingdom Come (2001)	3.34	Comedy
80000000.00	3.474857298	12	1	Something's Gotta Give (2003)	3.33	Comedy|Drama|Romance
3000000.00	3.499411765	8	1	Deep End, The (2001)	3.33	Drama
5000000.00	1.98	10	1	Digimon: The Movie (2000)	3.33	Adventure|Animation|Children
1000000.00	3.448559671	6	1	Obvious Child (2014)	3.32	Comedy|Romance
105000000.00	3.46520749	7	1	I, Robot (2004)	3.32	Action|Adventure|Sci-Fi|Thriller
25000000.00	2.308219178	2	1	Rings (2017)	3.32	Horror
35000000.00	3.597609983	12	1	Closer (2004)	3.32	Drama|Romance
60000000.00	3.214157706	12	1	Two Weeks Notice (2002)	3.32	Comedy|Romance
100000000.00	3.377249514	11	1	National Treasure (2004)	3.31	Action|Adventure|Drama|Mystery|Thriller
20000000.00	3.61353331	3	1	Bank Job, The (2008)	3.31	Action|Crime|Thriller
92000000.00	2.617494824	2	1	Good Day to Die Hard, A (2013)	3.31	Action|Crime|Thriller|IMAX
160000000.00	2.959007833	5	1	Godzilla (2014)	3.31	Action|Adventure|Sci-Fi|IMAX
42000000.00	2.71657754	7	1	Brüno (Bruno) (2009)	3.30	Comedy
110000000.00	3.310193133	12	1	Ocean's Twelve (2004)	3.30	Action|Comedy|Crime|Thriller
84000000.00	2.343168698	6	1	Scooby-Doo (2002)	3.29	Adventure|Children|Comedy|Fantasy|Mystery
60000000.00	2.971428571	4	1	Smurfs: The Lost Village (2017)	3.29	Adventure|Animation|Children|Comedy
35000000.00	3.650222552	12	1	Saving Mr. Banks (2013)	3.28	Comedy|Drama
28000000.00	3.270833333	7	1	No Reservations (2007)	3.28	Comedy|Drama|Romance
24000000.00	3.222222222	4	1	Going in Style (2017)	3.28	Comedy
20000000.00	3.303437967	4	1	Street Kings (2008)	3.27	Crime|Drama|Thriller
150000000.00	3.271150815	5	1	Angels & Demons (2009)	3.27	Crime|Drama|Mystery|Thriller
82000000.00	2.997377353	8	1	Expendables, The (2010)	3.27	Action|Adventure|Thriller
140000000.00	3.673578354	12	1	Last Samurai, The (2003)	3.26	Action|Adventure|Drama|War
80000000.00	3.200592541	3	1	Robots (2005)	3.26	Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi|IMAX
65000000.00	3.16658124	11	1	Due Date (2010)	3.26	Comedy
125000000.00	3.626479253	5	1	X2: X-Men United (2003)	3.26	Action|Adventure|Sci-Fi|Thriller
25000000.00	3.154519972	1	1	Grey, The (2012)	3.25	Action|Drama
45000000.00	3.168110236	9	1	Resident Evil: Extinction (2007)	3.25	Action|Horror|Sci-Fi|Thriller
85000000.00	3.302026375	3	1	Divergent (2014)	3.25	Adventure|Romance|Sci-Fi|IMAX
10600000.00	1.875	12	1	Ring of Darkness (2004)	3.25	Horror|Thriller
13000000.00	3.014227642	3	1	21 and Over (2013)	3.25	Comedy
38000000.00	2.1875	6	1	Captain Underpants: The First Epic Movie (2017)	3.24	Action|Animation|Children|Comedy
13000000.00	3.068181818	7	1	Earth to Echo (2014)	3.24	Adventure|Children|Sci-Fi
10000000.00	2.833333333	6	1	Krrish (2006)	3.24	Adventure|Musical|Romance|Sci-Fi
50000000.00	2.607267645	3	1	Ring Two, The (2005)	3.24	Drama|Horror|Mystery|Thriller
60000000.00	3.06778169	3	1	London Has Fallen (2016)	3.23	Action|Crime|Thriller
150000000.00	3.338925148	5	1	Troy (2004)	3.23	Action|Adventure|Drama|War
152000000.00	3.613821138	7	1	War for the Planet of the Apes (2017)	3.23	Action|Adventure|Drama|Sci-Fi
22000000.00	3.534482759	2	1	Son of God (2014)	3.22	Drama
37500000.00	2.988888889	5	1	What to Expect When You're Expecting (2012)	3.22	Comedy|Drama|Romance
30000000.00	3.35	7	1	Atomic Blonde (2017)	3.22	Thriller
40000000.00	2.439949109	12	1	AVPR: Aliens vs. Predator - Requiem (2007)	3.22	Action|Horror|Sci-Fi
125000000.00	3.37424662	6	1	Prometheus (2012)	3.22	Action|Horror|Sci-Fi|IMAX
90000000.00	4.119454939	10	1	Departed, The (2006)	3.22	Crime|Drama|Thriller
300000000.00	3.411864407	5	1	Pirates of the Caribbean: At World's End (2007)	3.21	Action|Adventure|Comedy|Fantasy
90000000.00	3.219408999	7	1	What Lies Beneath (2000)	3.21	Drama|Horror|Mystery
22000000.00	3.065916399	11	1	Delivery Man (2013)	3.21	Comedy
8000000.00	3.472413793	9	1	Enough Said (2013)	3.20	Comedy|Drama|Romance
9000000.00	3.499612328	2	1	Boiler Room (2000)	3.20	Crime|Drama|Thriller
35000000.00	4.047098605	12	1	Pianist, The (2002)	3.20	Drama|War
18000000.00	3.395590471	9	1	Under the Tuscan Sun (2003)	3.19	Comedy|Drama|Romance
68000000.00	3.027472527	6	1	Ted 2 (2015)	3.19	Comedy
15000000.00	2.013412352	10	1	Book of Shadows: Blair Witch 2 (2000)	3.18	Crime|Horror|Mystery|Thriller
40000000.00	3.139206254	7	1	Predators (2010)	3.18	Action|Sci-Fi|Thriller
18000000.00	2.041832669	4	1	Prom Night (2008)	3.18	Horror|Mystery|Thriller
150000000.00	3.233413752	7	1	Charlie and the Chocolate Factory (2005)	3.17	Adventure|Children|Comedy|Fantasy|IMAX
110000000.00	2.496402878	7	1	Smurfs 2, The (2013)	3.17	Animation|Children|Comedy
16000000.00	2.601208459	10	1	Texas Chainsaw Massacre: The Beginning, The (2006)	3.16	Horror|Thriller
140000000.00	2.978448276	7	1	Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)	3.16	Action|Comedy|Sci-Fi
40000000.00	2.603448276	7	1	Sex Tape (2014)	3.15	Comedy
38000000.00	2.420648968	8	1	Spy Kids 2: The Island of Lost Dreams (2002)	3.15	Adventure|Children
70000000.00	3.062246964	10	1	Dracula Untold (2014)	3.15	Action|Drama|Fantasy
186000000.00	3.855209887	5	1	Iron Man (2008)	3.15	Action|Adventure|Sci-Fi
15000000.00	3.24862183	2	1	Wedding Date, The (2005)	3.15	Comedy|Romance
6500000.00	3.652722968	12	1	Shame (2011)	3.14	Drama
30000000.00	3.468070652	7	1	Southpaw (2015)	3.14	Action|Drama
45000000.00	2.381773399	7	1	Scary Movie 2 (2001)	3.14	Comedy
12000000.00	3.8864	8	1	Hell or High Water (2016)	3.13	Crime|Drama
16000000.00	2.818181818	9	1	Women, The (2008)	3.13	Comedy|Drama
26000000.00	3.100272851	4	1	Pain & Gain (2013)	3.13	Action|Comedy|Crime
40000000.00	3.260714286	1	1	Ride Along 2 (2016)	3.12	Action|Comedy
40000000.00	3.79182303	10	1	Ray (2004)	3.12	Drama
100000000.00	3.001637555	8	1	Expendables 2, The (2012)	3.12	Action|Adventure
10000000.00	2.305555556	1	1	Movie 43 (2013)	3.12	Comedy
2000000.00	3.195431472	11	1	Harsh Times (2006)	3.11	Action|Crime|Drama
76000000.00	2.568421053	6	1	2 Fast 2 Furious (Fast and the Furious 2, The) (2003)	3.11	Action|Crime|Thriller
35000000.00	2.916494845	5	1	Neighbors 2: Sorority Rising (2016)	3.11	Comedy
100000000.00	2.725280326	12	1	Little Fockers (2010)	3.11	Comedy
32000000.00	2.713128039	6	1	Nacho Libre (2006)	3.10	Comedy
95000000.00	2.317436662	5	1	Sex and the City 2 (2010)	3.10	Comedy|Drama|Romance
15000000.00	3.167364017	3	1	Last House on the Left, The (2009)	3.10	Drama|Horror|Thriller
38000000.00	3.203557312	12	1	Why Him? (2016)	3.09	Comedy
25000000.00	3.962492981	12	1	There Will Be Blood (2007)	3.09	Drama|Western
80000000.00	2.437346437	7	1	Grown Ups 2 (2013)	3.09	Comedy
54000000.00	3.730028329	12	1	Seven Pounds (2008)	3.09	Drama
6000000.00	3.665833578	4	1	Mighty Wind, A (2003)	3.08	Comedy|Musical
20000000.00	3.465930018	7	1	Nerve (2016)	3.08	Drama|Thriller
30000000.00	3.3475	8	1	Four Brothers (2005)	3.08	Action|Crime|Drama
7800000.00	3.40169598	7	1	Swimming Pool (2003)	3.08	Drama|Mystery|Thriller
270000.00	3.268774704	8	1	Compliance (2012)	3.08	Drama|Thriller
38000000.00	3.41383812	4	1	Water for Elephants (2011)	3.07	Drama|Romance
80000000.00	3.500924357	6	1	Lilo & Stitch (2002)	3.07	Adventure|Animation|Children|Sci-Fi
5000000.00	2.414634146	10	1	Haunting of Molly Hartley, The (2008)	3.06	Drama|Horror|Thriller
10000000.00	1.888888889	9	1	When the Bough Breaks (2016)	3.06	Drama|Horror|Mystery
178000000.00	3.32696281	5	1	X-Men: Apocalypse (2016)	3.05	Action|Adventure|Fantasy|Sci-Fi
142000000.00	3.110745927	11	1	Die Another Day (2002)	3.04	Action|Adventure|Thriller
20000000.00	2.672413793	4	1	Tyler Perry's Why Did I Get Married Too? (2010)	3.04	Comedy
6000000.00	2.210982659	8	1	Daddy Day Camp (2007)	3.03	Children|Comedy
185000000.00	3.314214464	3	1	Kong: Skull Island (2017)	3.03	Action|Adventure|Fantasy
10750000.00	1.875	8	1	Kabhi Alvida Naa Kehna (2006)	3.03	Drama|Romance
40000000.00	3.639898868	12	1	Apocalypto (2006)	3.03	Adventure|Drama|Thriller
2000000.00	2.625	10	1	Meet the Mormons (2014)	3.02	Documentary
45000000.00	2.905405405	3	1	Bounty Hunter, The (2010)	3.02	Action|Comedy|Romance
40000000.00	3.378834356	2	1	Eight Below (2006)	3.01	Action|Adventure|Drama|Romance
165000000.00	3.749185668	11	1	Wreck-It Ralph (2012)	3.01	Animation|Comedy
50000000.00	2.826347305	8	1	Into the Storm (2014)	3.01	Action|Thriller
110000000.00	2.977947413	3	1	300: Rise of an Empire (2014)	3.01	Action|Drama|War|IMAX
